Page,Title,URL,Report Link,Total Violations,Total Passes,Critical,Serious,Moderate,Minor,Severity Score
1,Homepage | Clearview Library,https://clearviewlibrary.org,./reports/1.html,1,48,0,0,1,0,2
10,Interlibrary Loan | Clearview Library,https://clearviewlibrary.org/borrow-research/books-movies-more/interlibrary-loan,./reports/10.html,1,48,0,0,1,0,2
100,Business & Legal | Clearview Library,https://clearviewlibrary.org/borrow-research/research/business-legal-0?field_resource_category_target_id=20,./reports/100.html,1,43,0,0,1,0,2
101,Business & Legal | Clearview Library,https://clearviewlibrary.org/borrow-research/research/business-legal-0?field_resource_category_target_id=18,./reports/101.html,1,43,0,0,1,0,2
102,Business & Legal | Clearview Library,https://clearviewlibrary.org/borrow-research/research/business-legal-0?field_resource_category_target_id=19,./reports/102.html,1,43,0,0,1,0,2
103,Business & Legal | Clearview Library,https://clearviewlibrary.org/borrow-research/research/business-legal-0?field_resource_category_target_id=16,./reports/103.html,1,43,0,0,1,0,2
104,Business & Legal | Clearview Library,https://clearviewlibrary.org/borrow-research/research/business-legal-0?field_resource_category_target_id=23,./reports/104.html,1,43,0,0,1,0,2
105,Business & Legal | Clearview Library,https://clearviewlibrary.org/borrow-research/research/business-legal-0?field_resource_category_target_id=25,./reports/105.html,1,43,0,0,1,0,2
106,Business & Legal | Clearview Library,https://clearviewlibrary.org/borrow-research/research/business-legal-0?field_resource_category_target_id=24,./reports/106.html,1,43,0,0,1,0,2
107,Business & Legal | Clearview Library,https://clearviewlibrary.org/borrow-research/research/business-legal-0?field_resource_category_target_id=21,./reports/107.html,1,43,0,0,1,0,2
108,Business & Legal | Clearview Library,https://clearviewlibrary.org/borrow-research/research/business-legal-0?field_resource_category_target_id=26,./reports/108.html,1,43,0,0,1,0,2
109,Business & Legal | Clearview Library,https://clearviewlibrary.org/borrow-research/research/business-legal-0?field_resource_category_target_id=62,./reports/109.html,1,43,0,0,1,0,2
11,Find Your Next Read | Clearview Library,https://clearviewlibrary.org/borrow-research/books-movies-more/find-your-next-read,./reports/11.html,2,49,1,0,1,0,6
110,History & Genealogy | Clearview Library,https://clearviewlibrary.org/borrow-research/research/history-genealogy?field_resource_category_target_id=77,./reports/110.html,1,43,0,0,1,0,2
111,History & Genealogy | Clearview Library,https://clearviewlibrary.org/borrow-research/research/history-genealogy?field_resource_category_target_id=20,./reports/111.html,1,43,0,0,1,0,2
112,History & Genealogy | Clearview Library,https://clearviewlibrary.org/borrow-research/research/history-genealogy?field_resource_category_target_id=18,./reports/112.html,1,43,0,0,1,0,2
113,History & Genealogy | Clearview Library,https://clearviewlibrary.org/borrow-research/research/history-genealogy?field_resource_category_target_id=19,./reports/113.html,1,43,0,0,1,0,2
114,History & Genealogy | Clearview Library,https://clearviewlibrary.org/borrow-research/research/history-genealogy?field_resource_category_target_id=16,./reports/114.html,1,43,0,0,1,0,2
115,History & Genealogy | Clearview Library,https://clearviewlibrary.org/borrow-research/research/history-genealogy?field_resource_category_target_id=23,./reports/115.html,1,43,0,0,1,0,2
116,History & Genealogy | Clearview Library,https://clearviewlibrary.org/borrow-research/research/history-genealogy?field_resource_category_target_id=25,./reports/116.html,1,43,0,0,1,0,2
117,History & Genealogy | Clearview Library,https://clearviewlibrary.org/borrow-research/research/history-genealogy?field_resource_category_target_id=24,./reports/117.html,1,43,0,0,1,0,2
118,History & Genealogy | Clearview Library,https://clearviewlibrary.org/borrow-research/research/history-genealogy?field_resource_category_target_id=21,./reports/118.html,1,43,0,0,1,0,2
