Source Page,Link,Status,Link Text
"https://amigos.org","http://www.twitter.com/@AmigosLibServ",520,""
"https://amigos.org/services/continuing-education","https://mycourses.amigos.org/bbb-requirements",403,"BigBlueButton's detailed requirements page"
"https://amigos.org/services/association-management","http://www.oklibs.org/",403,"Oklahoma Library Association"
"https://amigos.org/news/products-and-partnerships","https://academic.oup.com/edited-volume/62566",403,"Gender & Women’s History"
"https://amigos.org/services/continuing-education/free-courses","https://amigos.org/services/continuing-education/hive-unlocking-power-apis-libraries",403,"The Hive: Unlocking the Power of APIs in Libraries"
"https://amigos.org/services/continuing-education/free-courses","https://amigos.org/services/continuing-education/discover-hyku-empowering-libraries-open-source-repository-solutions",403,"Discover Hyku: Empowering Libraries with Open-Source Repository Solutions"
"https://amigos.org/services/job-bank/collections-manager-kansas-city-public-library-kansas-city-mo","https://recruiting.paylocity.com/Recruiting/Jobs/Details/4208262",404,"(https://recruiting.paylocity.com/Recruiting/Jobs/Details/4208262)"
"https://amigos.org/services/job-bank/collections-manager-kansas-city-public-library-kansas-city-mo","https://recruiting.paylocity.com/Recruiting/Jobs/All/a45c252a-e08e-4f47-8138-cd684ec9a0dd",404,"https://recruiting.paylocity.com/Recruiting/Jobs/All/a45c252a-e08e-4f47-8138-cd684ec9a0dd"
"https://amigos.org/services/job-bank/lending-technology-specialist-kansas-city-public-library-kansas-city-mo","https://recruiting.paylocity.com/Recruiting/Jobs/Apply/4164992",404,"https://recruiting.paylocity.com/Recruiting/Jobs/Apply/4164992"
"https://amigos.org/services/job-bank/grant-accountant-kansas-city-public-library-kansas-city-mo","https://recruiting.paylocity.com/Recruiting/Jobs/Details/4201577",404,"(https://recruiting.paylocity.com/Recruiting/Jobs/Details/4201577"")"
"https://amigos.org/services/job-bank/circulation-manager-university-missouri-st-louis-st-louis-mo","https://erecruit.umsystem.edu/psc/tamext/STLOU/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_SCHJOB_FL&Action=U",405,"https://erecruit.umsystem.edu/psc/tamext/STLOU/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_SCHJOB_FL&Action=U"
"https://amigos.org/services/job-bank/library-associate-pioneer-library-system-purcell-ok-0","https://protect.checkpoint.com/v2/r01/___http:/www.pioneerlibrarysystem.org___.YzJ1OmFtaWdvc2xpYnJhcnlzZXJ2aWNlczE6YzpvZmZpY2UzNjVfZW1haWxzX2F0dGFjaG1lbnQ6MTZkOGNjYzQ5MjA0MzkxYzNkYmZlOTJjYzZmYzBiNjE6Nzo2NTA3OmNiY2IxYjFlMGU1OTRhZmQyZDQxMTIwNWYwMGRmMjFjZTc3ZDkyYTI4MGYyODUxY2YzZGJlMTE3ODY0Y2E3NGQ6cDpUOkY",403,"www.pioneerlibrarysystem.org"
